Contributor_login;repository_name;average_issues_comments_length;average_time_to_close_issues;issues_closed;issues_opened;issues_participated;issues_closed_per_day;average_comments_per_issue;early_additions;early_deletions;late_additions;late_deletions;change_bursts;biggest_burst_length;inactive_period_within_active_period;tot_additions;tot_deletions;activity_period_in_days;total_file_additions;total_file_deletions;total_file_modifications;total_file_changes;commits_authored;total_lines_of_code_changed;violations_added;violations_eliminated
yale8848;MindorksOpenSource/android-interview-questions;NA;NA;0;1;0;0.0;NA;20;0;0;0;0;1;0.0;20;0;1;0;0;1;1;1;0;0;0
abhi007tyagi;MindorksOpenSource/android-interview-questions;NA;NA;0;1;0;0.0;NA;2;0;0;0;0;1;0.0;2;0;1;0;0;1;1;1;0;0;0
fmastale;MindorksOpenSource/android-interview-questions;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
eliranmoyal;NLPchina/elasticsearch-sql;167.756944444;10.3338395062;90;6;160;0.0765957446809;1.8;86;12;66;29;8;37;0.841683366733;46181;155460;499;135;477;1064;1679;282;57203;2044;7022
ansjsun;NLPchina/elasticsearch-sql;180.893939394;8.98153968254;35;7;89;0.0297872340426;1.48314606742;173;65;271;300;6;7;0.953804347826;146854;15128;736;426;7;296;737;101;1496;101;32
omershelef;NLPchina/elasticsearch-sql;182.574468085;8.24135304659;31;15;36;0.0263829787234;1.30555555556;79;22;9;5;6;23;0.860927152318;122870;26350;302;198;7;223;432;81;0;0;0
shi-yuan;NLPchina/elasticsearch-sql;223.545454545;6.2979332314;109;39;97;0.0927659574468;1.47422680412;23;32;43;11;7;2;0.940774487472;651;840;439;3;1;177;181;72;1087;40;28
allwefantasy;NLPchina/elasticsearch-sql;227.62745098;8.29586601307;34;14;30;0.0289361702128;1.7;740;359;9;4;2;12;0.727272727273;25059;15534;55;87;10;284;381;65;28399;2846;432
javadevmtl;NLPchina/elasticsearch-sql;310.0;NA;0;5;4;0.0;2.0;448;66;134;11;0;1;0.6;582;154;5;3;0;16;19;5;395;56;21
lshb;NLPchina/elasticsearch-sql;NA;NA;0;0;0;0;NA;2012;10;2;2;0;1;0.953125;2073;28;64;0;0;4;4;5;0;0;0
juanpaulo;NLPchina/elasticsearch-sql;40.0;NA;0;2;1;0.0;1.0;3;3;8;0;0;1;0.0;11;6;2;0;0;4;4;3;0;0;0
stegano;NLPchina/elasticsearch-sql;NA;NA;0;1;0;0.0;NA;3;3;0;0;0;1;0.0;3;6;1;0;0;2;2;2;0;0;0
jasonliaoxiaoge;NLPchina/elasticsearch-sql;38.0;NA;0;3;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;0;0;0
yongkyun;NLPchina/elasticsearch-sql;385.428571429;NA;0;1;5;0.0;1.4;1;1;1;1;0;1;0.75;2;4;8;0;0;2;2;2;0;0;0
olleolleolle;NLPchina/elasticsearch-sql;436.0;NA;0;2;1;0.0;1.0;7;5;0;0;0;1;0.0;7;10;1;0;0;2;2;2;0;0;0
perlun;NLPchina/elasticsearch-sql;71.5;NA;0;2;1;0.0;2.0;4;3;1;1;0;1;0.973333333333;5;8;75;0;0;2;2;2;0;0;0
nezhazheng;NLPchina/elasticsearch-sql;NA;NA;0;3;0;0.0;NA;0;1;5;1;0;1;0.714285714286;5;4;7;0;0;2;2;2;1;1;1
zhaolihe;NLPchina/elasticsearch-sql;382.6;15.9281944444;2;4;4;0.00170212765957;1.25;10;1;5;1;0;1;0.0;15;4;2;0;0;2;2;2;11;7;7
rrequero;NLPchina/elasticsearch-sql;NA;NA;0;1;0;0.0;NA;24;1;0;0;0;1;0.0;24;2;1;0;0;2;2;2;27;6;0
xumeng;NLPchina/elasticsearch-sql;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
anton-johansson;NLPchina/elasticsearch-sql;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
Ianvdl;NLPchina/elasticsearch-sql;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
mtdavidson;NLPchina/elasticsearch-sql;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
lAndRaxeE;NLPchina/elasticsearch-sql;NA;NA;0;2;0;0.0;NA;48;0;0;0;0;1;0.0;48;0;1;0;0;1;1;1;0;0;0
xbkaishui;NLPchina/elasticsearch-sql;137.5;NA;0;2;2;0.0;1.0;43;15;0;0;0;1;0.0;43;30;1;0;0;1;1;1;58;0;0
kikoso;kikoso/android-stackblur;189.090909091;8.98094017094;26;1;21;0.0172757475083;2.09523809524;7;2;9;4;4;2;0.983193277311;4042;4652;1428;22;4;79;105;46;642;98;10
Dr-Emann;kikoso/android-stackblur;174.0;NA;0;5;9;0.0;1.33333333333;202;67;300;54;3;1;0.880597014925;2271;1868;67;14;2;35;51;16;641;93;13
illarionov;kikoso/android-stackblur;1879.66666667;NA;0;1;2;0.0;1.5;1;0;0;0;0;1;0.0;1;0;1;0;0;1;1;1;0;0;0
ravidsrk;kikoso/android-stackblur;22.0;NA;0;1;1;0.0;1.0;12;12;0;0;0;1;0.0;12;24;1;0;0;1;1;1;0;0;0
johnjohndoe;kikoso/android-stackblur;NA;NA;0;1;0;0.0;NA;90;90;0;0;0;1;0.0;90;180;1;0;0;1;1;1;0;0;0
libtastic;kikoso/android-stackblur;NA;NA;0;1;0;0.0;NA;1;0;0;0;0;1;0.0;1;0;1;0;0;1;1;1;0;0;0
jpxiong;pili-engineering/PLDroidPlayer;107.282051282;6.90785300926;48;18;47;0.0524017467249;1.65957446809;0;0;1;0;6;1;0.956639566396;9813;11826;369;101;40;182;333;40;7361;984;386
Jhuster;pili-engineering/PLDroidPlayer;71.1105463787;2.37282407407;12;11;434;0.0131004366812;1.8133640553;57;8;772;678;2;1;0.982978723404;3163;3492;470;35;8;136;181;27;2250;212;154
zshbleaker;pili-engineering/PLDroidPlayer;753.034246575;NA;0;5;75;0.0;1.94666666667;958;687;70;6;0;1;0.980769230769;1326;1440;260;10;1;46;57;6;437;39;18
tanhx2008;pili-engineering/PLDroidPlayer;62.4032258065;NA;0;5;34;0.0;1.82352941176;181;69;147;21;0;1;0.981042654028;637;1006;211;5;2;35;42;5;328;5;48
longbai;pili-engineering/PLDroidPlayer;40.1923076923;4.06455555556;10;0;21;0.0109170305677;1.2380952381;4;1;77;12;0;1;0.923076923077;125;56;39;2;0;13;15;3;43;1;3
why404;pili-engineering/PLDroidPlayer;NA;NA;0;0;0;0;NA;29;0;0;0;0;1;0.0;29;0;1;2;0;0;2;1;0;0;0
lawder;pili-engineering/PLDroidPlayer;55.0;3.20027777778;1;0;1;0.00109170305677;1.0;0;0;0;0;0;0;100;0;0;0;1;0;10;11;1;5;2;0
zetbaitsu;zetbaitsu/Compressor;101.851851852;12.8248789174;39;0;27;0.0764705882353;1.0;159;24;36;10;1;1;0.979220779221;1717;1070;385;32;1;65;99;40;1274;126;39
vpop;zetbaitsu/Compressor;NA;NA;0;2;0;0.0;NA;1;1;6;2;0;1;0.0;7;6;2;0;0;2;2;2;10;0;0
hbarnardt;zetbaitsu/Compressor;NA;NA;0;1;0;0.0;NA;28;0;0;0;0;1;0.0;28;0;1;0;0;1;1;1;28;8;6
Ludejin;zetbaitsu/Compressor;146.0;18.4025;1;2;1;0.00196078431373;1.0;28;5;0;0;0;1;0.0;28;10;1;0;0;2;2;1;33;6;1
kawmra;zetbaitsu/Compressor;NA;NA;0;1;0;0.0;NA;13;13;0;0;0;1;0.0;13;26;1;0;0;4;4;1;22;0;0
programmerr47;zetbaitsu/Compressor;103.666666667;NA;0;3;2;0.0;1.5;12;6;0;0;0;1;0.0;12;12;1;0;0;2;2;1;18;2;0
amitshekhariitbhu;MindorksOpenSource/from-java-to-kotlin;72.0;6.46990421456;29;0;5;0.198630136986;1.0;632;3;68;1;0;1;0.0;700;8;2;8;1;50;59;50;62;20;2
Legosteen11;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;1;0;5;6;5;0;0;0
BolexLiu;MindorksOpenSource/from-java-to-kotlin;15.0;NA;0;2;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;1;0;3;4;5;0;0;0
EtherTyper;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;0;0;0
petromir;MindorksOpenSource/from-java-to-kotlin;81.0;NA;0;2;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;0;0;0
mengxn;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;4;4;2;0;0;0
Ahmed9914;MindorksOpenSource/from-java-to-kotlin;NA;0.0311111111111;1;2;0;0.00684931506849;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
tarek360;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
andremion;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
bramhaag;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
DemoJameson;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
faheel;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;25;26;0;0;0;1;0.0;25;52;1;0;0;2;2;1;0;0;0
IceMimosa;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;29;0;0;0;0;1;0.0;29;0;1;0;0;1;1;1;0;0;0
Tandrial;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
mandrizzle;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
TheMaxCoder;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
michaelbull;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
camdenorrb;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
rustamgaifullin;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
S2606;MindorksOpenSource/from-java-to-kotlin;NA;19.1861111111;1;2;0;0.00684931506849;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
UmanShahzad;MindorksOpenSource/from-java-to-kotlin;NA;NA;0;1;0;0.0;NA;100;51;0;0;0;1;0.0;100;102;1;0;0;2;2;1;0;0;0
Serchinastico;Karumi/Dexter;279.212871287;9.48265576324;107;30;134;0.144399460189;1.50746268657;187;58;2;2;3;12;0.945567651633;10667;7464;643;153;42;303;516;118;9891;1259;297
CarlosMChica;Karumi/Dexter;145.875;NA;0;2;2;0.0;4.0;603;89;33;49;1;4;0.5;1122;740;12;12;1;84;108;40;1466;230;42
pedrovgs;Karumi/Dexter;167.808823529;7.29376984127;28;8;73;0.0377867746289;1.86301369863;37;5;6;6;3;3;0.967889908257;847;312;436;9;0;63;72;38;867;104;4
fjfdeztoro;Karumi/Dexter;282.0;8.02064814815;6;1;8;0.0080971659919;1.0;4;3;5;5;0;1;0.984126984127;9;16;126;0;0;8;8;5;11;0;0
flipper83;Karumi/Dexter;95.5;15.9145238095;7;1;17;0.00944669365722;1.17647058824;1;1;0;0;0;1;0.0;1;2;1;2;0;9;11;5;21;1;0
anothem;Karumi/Dexter;341.714285714;NA;0;1;3;0.0;2.33333333333;48;4;206;90;0;1;0.0;254;188;2;3;0;17;20;4;347;29;6
AndyFrench;Karumi/Dexter;66.0;NA;0;1;2;0.0;1.0;8;8;0;0;0;1;0.0;8;16;1;0;0;3;3;3;0;0;0
PaNaVTEC;Karumi/Dexter;604.5;NA;0;0;1;0.0;2.0;30;76;15;0;1;1;0.571428571429;61;188;7;1;1;11;13;3;155;7;10
DanielMartinus;Karumi/Dexter;NA;NA;0;1;0;0.0;NA;4;3;3;5;0;1;0.0;7;16;2;0;0;3;3;3;0;0;0
pedronveloso;Karumi/Dexter;150.0;NA;0;1;1;0.0;2.0;3;3;4;3;0;1;0.0;7;12;2;0;0;3;3;3;0;0;0
VigneshPeriasami;Karumi/Dexter;NA;NA;0;1;0;0.0;NA;20;8;0;0;0;1;0.0;20;16;1;0;0;3;3;3;28;2;1
emmano;Karumi/Dexter;1483.0;NA;0;1;2;0.0;1.0;12;8;124;18;1;1;0.0;143;68;3;0;0;12;12;3;142;20;3
blipinsk;Karumi/Dexter;165.5;NA;0;3;2;0.0;1.0;2;2;2;1;0;1;0.923076923077;4;6;26;0;0;2;2;2;7;0;0
BasThomas;Karumi/Dexter;52.0;NA;0;2;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;0;0;0
bastienpaulfr;Karumi/Dexter;205.0;21.6180555556;2;7;3;0.00269905533063;1.66666666667;7;1;2;1;0;1;0.866666666667;9;4;15;0;0;2;2;2;11;1;0
Konrad-Morawski;Karumi/Dexter;83.3333333333;NA;0;2;1;0.0;3.0;37;5;0;0;0;1;0.0;37;10;1;0;0;3;3;2;42;3;0
alorma;Karumi/Dexter;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
iriberri;Karumi/Dexter;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
davideme;Karumi/Dexter;281.0;0.164722222222;1;1;4;0.00134952766532;1.0;3;0;0;0;0;1;0.0;3;0;1;0;0;1;1;1;0;0;0
EmmettWilson;Karumi/Dexter;233.166666667;NA;0;2;4;0.0;1.5;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
JcMinarro;Karumi/Dexter;190.6;NA;0;3;2;0.0;2.5;2;3;0;0;0;1;0.0;2;6;1;0;0;2;2;1;5;0;0
TheMaxCoder;Karumi/Dexter;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
stefan-nsk;Karumi/Dexter;22.0;NA;0;2;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;4;4;1;74;1;1
vbauer;Karumi/Dexter;NA;NA;0;1;0;0.0;NA;2;1;0;0;0;1;0.0;2;2;1;0;0;1;1;1;3;0;0
albodelu;Karumi/Dexter;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
jcruzsousa;Karumi/Dexter;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
handrenliang;Karumi/Dexter;NA;NA;0;0;0;0;NA;14;6;0;0;0;1;0.0;14;12;1;0;0;3;3;1;20;1;0
asaph;careercup/CtCI-6th-Edition;252.0;7.19812260536;29;7;21;0.032992036405;1.28571428571;462;10;13;8;8;11;0.933168316832;12639;75854;808;263;727;101;1107;135;35;149;0
leeorengel;careercup/CtCI-6th-Edition;NA;NA;0;11;0;0.0;NA;745;1;270;1;4;6;0.801801801802;5960;2540;111;116;2;127;255;55;23;70;0
gaylelaakmann;careercup/CtCI-6th-Edition;NA;NA;0;0;0;0;NA;263;208;55;25;3;4;0.954154727794;1005;1140;349;14;2;63;83;43;1380;196;64
paplorinc;careercup/CtCI-6th-Edition;52.6666666667;6.0575;2;26;3;0.00227531285552;1.0;570;8;1;1;1;3;0.769230769231;1806;26;26;57;0;9;66;33;0;0;0
gaylemcd;careercup/CtCI-6th-Edition;113.5;10.7708809524;35;0;2;0.0398179749716;1.0;751;0;3370;48;2;4;0.942583732057;8618;132;209;220;0;18;239;28;41;2;0
KrishMunot;careercup/CtCI-6th-Edition;267.0;NA;0;5;1;0.0;2.0;64;0;863;6;1;4;0.454545454545;2343;274;11;40;2;11;61;14;229;70;0
kv-kunalvyas;careercup/CtCI-6th-Edition;416.0;12.4672222222;1;2;1;0.00113765642776;2.0;26;0;55;3;0;1;0.916666666667;4055;698;36;83;2;30;125;11;603;160;17
nsluss;careercup/CtCI-6th-Edition;NA;NA;0;1;0;0.0;NA;279;0;14;10;1;2;0.0;549;350;4;33;20;5;58;6;0;0;0
dawsbot;careercup/CtCI-6th-Edition;NA;0.00388888888889;1;2;0;0.00113765642776;NA;1050;60;0;0;0;1;0.0;1050;120;1;39;0;11;50;5;129;12;12
Aristarkhov;careercup/CtCI-6th-Edition;NA;NA;0;1;0;0.0;NA;22;13;0;0;0;1;0.0;22;26;1;0;0;3;3;3;35;2;0
mandliya;careercup/CtCI-6th-Edition;NA;NA;0;2;0;0.0;NA;625;0;1188;0;0;1;0.5;1813;0;4;15;0;1;16;3;0;0;0
esterl;careercup/CtCI-6th-Edition;NA;NA;0;1;0;0.0;NA;48;0;17;0;0;1;0.928571428571;65;0;28;2;0;0;2;2;0;0;0
mmermerkaya;careercup/CtCI-6th-Edition;216.0;NA;0;1;2;0.0;1.5;0;0;0;0;0;0;100;0;0;0;15;0;0;15;2;0;0;0
zacharydenton;careercup/CtCI-6th-Edition;NA;NA;0;2;0;0.0;NA;56;0;34;0;0;1;0.0;90;0;2;17;0;0;17;2;0;0;0
niravrshah;careercup/CtCI-6th-Edition;12.5;NA;0;1;1;0.0;2.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
chalin;careercup/CtCI-6th-Edition;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
john0xff;careercup/CtCI-6th-Edition;NA;NA;0;1;0;0.0;NA;0;2;0;0;0;1;0.0;0;4;1;0;0;1;1;1;2;0;0
ndavon;careercup/CtCI-6th-Edition;NA;NA;0;1;0;0.0;NA;367;0;0;0;0;1;0.0;367;0;1;4;0;0;4;1;0;0;0
asLody;asLody/VirtualApp;31.8085106383;8.4182895677;311;7;86;0.603883495146;1.09302325581;262;436;2;1;15;60;0.70233463035;220104;275340;514;1434;853;4884;7648;765;70608;6700;2787
247321453;asLody/VirtualApp;48.0416666667;12.5518055556;2;33;19;0.00388349514563;1.26315789474;5851;3202;1;2;5;9;0.925155925156;29673;40566;481;137;92;834;1083;91;5746;540;158
dstmath;asLody/VirtualApp;NA;0.0127777777778;2;7;0;0.00388349514563;NA;31;19;6;5;0;1;0.965811965812;43;60;117;364;252;1475;2300;38;0;0;0
paulo-raca;asLody/VirtualApp;65.7142857143;15.9758333333;1;19;4;0.00194174757282;1.75;27;135;134;19;2;1;0.949152542373;721;5244;118;5;40;76;121;19;332;51;15
prife;asLody/VirtualApp;769.75;3.14083333333;1;17;3;0.00194174757282;1.33333333333;51;1;16;5;1;6;0.788461538462;274;118;52;2;0;21;23;16;0;0;0
codehz;asLody/VirtualApp;789.541666667;12.5398611111;2;20;12;0.00388349514563;2.0;45;8;9;1;2;2;0.75;130;28;28;8;1;20;29;12;477;58;16
zhx00100;asLody/VirtualApp;69.0;NA;0;0;1;0.0;1.0;114;50;7;1;2;3;0.758620689655;4069;346;29;31;0;35;66;11;0;0;0
dodola;asLody/VirtualApp;129.0;NA;0;2;3;0.0;1.66666666667;42;28;1;5;1;3;0.894736842105;130;416;57;0;9;15;24;10;0;0;0
skyoung09;asLody/VirtualApp;NA;NA;0;8;0;0.0;NA;9;1;65;57;2;1;0.9;441;228;50;2;0;11;13;9;555;90;10
rk700;asLody/VirtualApp;55.5;0.303055555556;1;4;2;0.00194174757282;1.0;20;19;2786;1443;1;1;0.928571428571;6037;5320;84;32;3;118;155;8;5211;702;149
cddjr;asLody/VirtualApp;63.9230769231;19.0216666667;1;5;11;0.00194174757282;1.18181818182;41;4;15;14;2;1;0.615384615385;67;98;13;0;0;10;10;6;0;0;0
hhkhub;asLody/VirtualApp;NA;NA;0;6;0;0.0;NA;2;0;105;12;1;1;0.958333333333;193;40;144;3;0;12;15;6;36;3;1
woaitqs;asLody/VirtualApp;NA;NA;0;2;0;0.0;NA;18;11;209;11;0;1;0.5;227;44;4;3;0;10;13;6;0;0;0
zhixiaoyang;asLody/VirtualApp;NA;NA;0;0;0;0;NA;138;41;42;14;0;1;0.942307692308;250;188;52;1;0;11;12;6;0;0;0
JuneLeGency;asLody/VirtualApp;NA;NA;0;3;0;0.0;NA;2590;822;0;0;0;1;0.0;2590;1644;1;39;0;37;76;3;0;0;0
lolicon;asLody/VirtualApp;642.0;0.929166666667;1;12;3;0.00194174757282;1.33333333333;62;15;18;0;0;1;0.714285714286;80;30;7;2;0;3;5;3;95;11;1
rover12421;asLody/VirtualApp;40.0;NA;0;2;1;0.0;1.0;17;10;0;0;0;1;0.0;17;20;1;0;0;4;4;2;15;7;0
pekphet;asLody/VirtualApp;NA;NA;0;2;0;0.0;NA;16;1;9;1;0;1;0.0;25;4;2;0;0;2;2;2;27;15;10
solartcc;asLody/VirtualApp;35.0;NA;0;4;2;0.0;1.5;27;1;3;3;0;1;0.955555555556;30;8;45;1;0;2;3;2;0;0;0
noway211;asLody/VirtualApp;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;0;0;0
zbtang;asLody/VirtualApp;NA;NA;0;3;0;0.0;NA;2123;722;0;0;0;1;0.0;2123;1444;1;24;1;28;67;2;0;0;0
achellies;asLody/VirtualApp;18.0;2.5125;1;2;1;0.00194174757282;1.0;426;423;0;0;0;1;0.0;426;846;1;88;13;89;204;2;0;0;0
SkidanovAlex;asLody/VirtualApp;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
darkskygit;asLody/VirtualApp;NA;12.5783333333;1;2;0;0.00194174757282;NA;3;3;0;0;0;1;0.0;3;6;1;0;0;2;2;1;6;0;0
rrrfff;asLody/VirtualApp;9.0;8.27944444444;2;4;1;0.00388349514563;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
david082321;asLody/VirtualApp;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;1;0;0;1;1;0;0;0
flyer88;asLody/VirtualApp;NA;NA;0;1;0;0.0;NA;87;36;0;0;0;1;0.0;87;72;1;3;0;4;7;1;0;0;0
greplay;asLody/VirtualApp;27.0;0.00333333333333;1;1;3;0.00194174757282;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
thejunkjon;asLody/VirtualApp;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
konata;asLody/VirtualApp;NA;NA;0;0;0;0;NA;41;5;0;0;0;1;0.0;41;10;1;0;0;3;3;1;12;2;0
wylmj;asLody/VirtualApp;26.0;NA;0;2;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;22;0;10;32;1;1110;215;22
yigit;yigit/android-priority-jobqueue;299.911262799;9.51880129092;241;74;273;0.241725175527;2.14652014652;14;4;1;1;18;12;0.927702702703;43285;39696;1480;279;76;1472;2070;291;61935;12021;2319
